0.389304766;0;0;3
0.365347054;0.181818182;0;3
0.368579638;0.272727273;0;3
0.338156758;0.454545455;0;3
0.31722019;0.545454545;0;3
0.319093326;0.727272727;0;3
0.335347054;0.818181818;0;3
0.303262478;1;0;3
0.613292299;0.181818182;0.6;3
0.425981373;0.363636364;0.6;3
0.384621926;0.454545455;0.6;3
0.356495062;0.636363636;0.6;3
0.350685358;0.727272727;0.6;3
0.338368198;0.909090909;0.6;3
0.344410486;1;0.6;3
0.444108237;0.090909091;0.2;3
0.389727645;0.181818182;0.2;3
0.356495062;0.363636364;0.2;3
0.353473918;0.454545455;0.2;3
0.356495062;0.636363636;0.2;3
0.314199046;0.727272727;0.2;3
0.253776167;0.909090909;0.2;3
0.574017428;0;0.8;3
0.477340821;0.181818182;0.8;3
0.483383109;0.272727273;0.8;3
0.407854509;0.454545455;0.8;3
0.386706501;0.545454545;0.8;3
0.389727645;0.727272727;0.8;3
0.365558494;0.818181818;0.8;3
0.326283622;1;0.8;3
0.664651747;0.181818182;0.4;3
0.510573404;0.363636364;0.4;3
0.483383109;0.454545455;0.4;3
0.395769933;0.636363636;0.4;3
0.36253735;0.727272727;0.4;3
0.352748789;0.909090909;0.4;3
0.352960229;1;0.4;3
0.561932852;0.181818182;1;3
0.586102004;0.272727273;1;3
0.489425397;0.454545455;1;3
0.425981373;0.545454545;1;3
0.350452774;0.727272727;1;3
0.335347054;0.818181818;1;3
0.306495062;1;1;3
0.374621926;0.090909091;0;3
0.344410486;0.363636364;0;3
0.315558494;0.636363636;0;3
0.303685358;0.909090909;0;3
0.492446541;0.272727273;0.6;3
0.374706501;0.545454545;0.6;3
0.356072182;0.818181818;0.6;3
0.534742556;0;0.2;3
0.395769933;0.272727273;0.2;3
0.353473918;0.545454545;0.2;3
0.280966463;0.818181818;0.2;3
0.480361965;0.090909091;0.8;3
0.432023661;0.363636364;0.8;3
0.271903031;0.636363636;0.8;3
0.30211447;0.909090909;0.8;3
0.549848276;0.272727273;0.4;3
0.416917941;0.545454545;0.4;3
0.380664214;0.818181818;0.4;3
0.752264922;0.090909091;1;3
0.52265798;0.363636364;1;3
0.404833365;0.636363636;1;3
0.311177902;0.909090909;1;3
