0.338156758;0;0;1
0.320241334;0.181818182;0;1
0.28700875;0.272727273;0;1
0.256283622;0.454545455;0;1
0.262839599;0.545454545;0;1
0.240966463;0.727272727;0;1
0.254410486;0.818181818;0;1
0.234924175;1;0;1
0.353473918;0;0.6;1
0.335347054;0.181818182;0.6;1
0.335347054;0.272727273;0.6;1
0.330029894;0.454545455;0.6;1
0.335347054;0.545454545;0.6;1
0.305135614;0.727272727;0.6;1
0.256283622;0.818181818;0.6;1
0.235649303;1;0.6;1
0.315347054;0;0.2;1
0.283987607;0.181818182;0.2;1
0.303262478;0.272727273;0.2;1
0.274924175;0.454545455;0.2;1
0.260029894;0.545454545;0.2;1
0.259818455;0.727272727;0.2;1
0.283987607;0.818181818;0.2;1
0.265860743;1;0.2;1
0.323051038;0;0.8;1
0.305135614;0.181818182;0.8;1
0.314199046;0.272727273;0.8;1
0.30211447;0.454545455;0.8;1
0.323262478;0.545454545;0.8;1
0.314199046;0.727272727;0.8;1
0.323262478;0.818181818;0.8;1
0.274199046;1;0.8;1
0.34743163;0;0.4;1
0.341691591;0.181818182;0.4;1
0.296072182;0.272727273;0.4;1
0.310398761;0.454545455;0.4;1
0.296072182;0.545454545;0.4;1
0.31743163;0.727272727;0.4;1
0.329304766;0.818181818;0.4;1
0.308156758;1;0.4;1
0.338368198;0;1;1
0.295014984;0.181818182;1;1
0.27199384;0.272727273;1;1
0.271903031;0.454545455;1;1
0.29220528;0.545454545;1;1
0.285347054;0.727272727;1;1
0.30211447;0.909090909;1;1
0.320241334;0.090909091;0;1
0.268881887;0.363636364;0;1
0.250241334;0.636363636;0;1
0.253776167;0.909090909;0;1
0.365860743;0.090909091;0.6;1
0.326072182;0.363636364;0.6;1
0.293776167;0.636363636;0.6;1
0.244712735;0.909090909;0.6;1
0.296585871;0.090909091;0.2;1
0.274712735;0.363636364;0.2;1
0.280966463;0.636363636;0.2;1
0.229607015;0.909090909;0.2;1
0.31700875;0.090909091;0.8;1
0.314199046;0.363636364;0.8;1
0.305135614;0.636363636;0.8;1
0.296072182;0.909090909;0.8;1
0.338368198;0.090909091;0.4;1
0.30211447;0.363636364;0.4;1
0.33232591;0.636363636;0.4;1
0.30211447;0.909090909;0.4;1
0.290029894;0.090909091;1;1
0.259093326;0.363636364;1;1
0.288368198;0.636363636;1;1
0.28700875;1;1;1
